idx,id,sci_name,com_name,class,order
2266,3528,Chlorocichla falkensteini,Falkenstein's Greenbul,Aves,Passeriformes
2267,3529,Chlorocichla flaviventris,Yellow-bellied Greenbul,Aves,Passeriformes
2268,3530,Chlorocichla laetissima,Joyful Greenbul,Aves,Passeriformes
2269,3531,Chlorocichla simplex,Simple Greenbul,Aves,Passeriformes
2270,3533,Chlorocysta vitripennis,Chlorocysta vitripennis,Insecta,Hemiptera
2271,3535,Chlorodrepanis flava,Oahu Amakihi,Aves,Passeriformes
2272,3536,Chlorodrepanis stejnegeri,Kauai Amakihi,Aves,Passeriformes
2273,3537,Chlorodrepanis virens,Hawaii Amakihi,Aves,Passeriformes
2274,3538,Chlorophanes spiza,Green Honeycreeper,Aves,Passeriformes
2275,3539,Chlorophoneus bocagei,Bocage's Bushshrike,Aves,Passeriformes
2276,3542,Chlorophoneus multicolor,Many-colored Bushshrike,Aves,Passeriformes
2277,3543,Chlorophoneus nigrifrons,Black-fronted Bushshrike,Aves,Passeriformes
2278,3545,Chlorophoneus olivaceus,Olive Bushshrike,Aves,Passeriformes
2279,3547,Chlorophoneus sulfureopectus,Orange-breasted Bushshrike,Aves,Passeriformes
2280,3549,Chlorophonia callophrys,Golden-browed Chlorophonia,Aves,Passeriformes
2281,3550,Chlorophonia cyanea,Blue-naped Chlorophonia,Aves,Passeriformes
2282,3551,Chlorophonia cyanocephala,Golden-rumped Euphonia,Aves,Passeriformes
2283,3552,Chlorophonia elegantissima,Elegant Euphonia,Aves,Passeriformes
2284,3553,Chlorophonia flavifrons,Lesser Antillean Euphonia,Aves,Passeriformes
2285,3554,Chlorophonia musica,Hispaniolan Euphonia,Aves,Passeriformes
2286,3555,Chlorophonia sclateri,Puerto Rican Euphonia,Aves,Passeriformes
2287,3556,Chlorophonia flavirostris,Yellow-collared Chlorophonia,Aves,Passeriformes
2288,3557,Chlorophonia occipitalis,Blue-crowned Chlorophonia,Aves,Passeriformes
2289,3558,Chlorophonia pyrrhophrys,Chestnut-breasted Chlorophonia,Aves,Passeriformes
2290,3562,Chloropicus namaquus,Bearded Woodpecker,Aves,Piciformes
2291,3563,Chloropicus pyrrhogaster,Fire-bellied Woodpecker,Aves,Piciformes
2292,3565,Chloropicus xantholophus,Yellow-crested Woodpecker,Aves,Piciformes
2293,3566,Chloropipo flavicapilla,Yellow-headed Manakin,Aves,Passeriformes
2294,3567,Chloropipo unicolor,Jet Manakin,Aves,Passeriformes
2295,3568,Chloropsis aurifrons,Golden-fronted Leafbird,Aves,Passeriformes
2296,3569,Chloropsis cochinchinensis,Javan Leafbird,Aves,Passeriformes
2297,3570,Chloropsis cyanopogon,Lesser Green Leafbird,Aves,Passeriformes
2298,3571,Chloropsis flavipennis,Philippine Leafbird,Aves,Passeriformes
2299,3572,Chloropsis hardwickii,Orange-bellied Leafbird,Aves,Passeriformes
2300,3573,Chloropsis lazulina,Chloropsis lazulina,Aves,Passeriformes
2301,3574,Chloropsis jerdoni,Jerdon's Leafbird,Aves,Passeriformes
2302,3575,Chloropsis kinabaluensis,Bornean Leafbird,Aves,Passeriformes
2303,3577,Chloropsis moluccensis,Blue-winged Leafbird,Aves,Passeriformes
2304,3578,Chloropsis palawanensis,Yellow-throated Leafbird,Aves,Passeriformes
2305,3579,Chloropsis sonnerati,Greater Green Leafbird,Aves,Passeriformes
2306,3581,Chlorornis riefferii,Grass-green Tanager,Aves,Passeriformes
2307,3582,Chlorospingus canigularis,Ashy-throated Chlorospingus,Aves,Passeriformes
2308,3583,Chlorospingus flavigularis,Yellow-throated Chlorospingus,Aves,Passeriformes
2309,3584,Chlorospingus flavopectus,Common Chlorospingus,Aves,Passeriformes
2310,3585,Chlorospingus inornatus,Pirre Chlorospingus,Aves,Passeriformes
2311,3586,Chlorospingus parvirostris,Yellow-whiskered Chlorospingus,Aves,Passeriformes
2312,3587,Chlorospingus pileatus,Sooty-capped Chlorospingus,Aves,Passeriformes
2313,3588,Chlorospingus semifuscus,Dusky Chlorospingus,Aves,Passeriformes
2314,3589,Chlorospingus tacarcunae,Tacarcuna Chlorospingus,Aves,Passeriformes
2315,3591,Chlorostilbon alice,Green-tailed Emerald,Aves,Apodiformes
2316,3592,Chlorostilbon assimilis,Garden Emerald,Aves,Apodiformes
2317,3593,Chlorostilbon gibsoni,Red-billed Emerald,Aves,Apodiformes
2318,3594,Chlorostilbon lucidus,Glittering-bellied Emerald,Aves,Apodiformes
2319,3595,Chlorostilbon melanorhynchus,Western Emerald,Aves,Apodiformes
2320,3596,Chlorostilbon mellisugus,Blue-tailed Emerald,Aves,Apodiformes
2321,3597,Chlorostilbon olivaresi,Chiribiquete Emerald,Aves,Apodiformes
2322,3598,Chlorostilbon poortmani,Short-tailed Emerald,Aves,Apodiformes
2323,3600,Chlorothraupis carmioli,Carmiol's Tanager,Aves,Passeriformes
2324,3601,Chlorothraupis frenata,Yellow-lored Tanager,Aves,Passeriformes
2325,3602,Chlorothraupis olivacea,Lemon-spectacled Tanager,Aves,Passeriformes
2326,3603,Chlorothraupis stolzmanni,Ochre-breasted Tanager,Aves,Passeriformes
2327,3606,Paradoxornis paradoxus,Three-toed Parrotbill,Aves,Passeriformes
2328,3608,Paradoxornis unicolor,Brown Parrotbill,Aves,Passeriformes
2329,3610,Chondestes grammacus,Lark Sparrow,Aves,Passeriformes
2330,3613,Chondrohierax uncinatus,Hook-billed Kite,Aves,Accipitriformes
2331,3614,Chordeiles acutipennis,Lesser Nighthawk,Aves,Caprimulgiformes
2332,3615,Chordeiles gundlachii,Antillean Nighthawk,Aves,Caprimulgiformes
2333,3616,Chordeiles minor,Common Nighthawk,Aves,Caprimulgiformes
2334,3617,Chordeiles nacunda,Nacunda Nighthawk,Aves,Caprimulgiformes
2335,3618,Chordeiles pusillus,Least Nighthawk,Aves,Caprimulgiformes
2336,3619,Chordeiles rupestris,Sand-colored Nighthawk,Aves,Caprimulgiformes
2337,3621,Chorthippus albomarginatus,Chorthippus albomarginatus,Insecta,Orthoptera
2338,3623,Chorthippus apicalis,Chorthippus apicalis,Insecta,Orthoptera
2339,3624,Chorthippus apricarius,Chorthippus apricarius,Insecta,Orthoptera
2340,3625,Chorthippus biguttulus,Chorthippus biguttulus,Insecta,Orthoptera
2341,3626,Chorthippus binotatus,Chorthippus binotatus,Insecta,Orthoptera
2342,3627,Chorthippus bornhalmi,Chorthippus bornhalmi,Insecta,Orthoptera
2343,3628,Chorthippus brunneus,Chorthippus brunneus,Insecta,Orthoptera
2344,3632,Chorthippus dichrous,Chorthippus dichrous,Insecta,Orthoptera
2345,3633,Chorthippus dorsatus,Chorthippus dorsatus,Insecta,Orthoptera
2346,3639,Chorthippus jucundus,Chorthippus jucundus,Insecta,Orthoptera
2347,3644,Chorthippus maritimus,Chorthippus maritimus,Insecta,Orthoptera
2348,3647,Chorthippus mollis,Chorthippus mollis,Insecta,Orthoptera
2349,3651,Pseudochorthippus parallelus,Pseudochorthippus parallelus,Insecta,Orthoptera
2350,3659,Chorthippus vagans,Chorthippus vagans,Insecta,Orthoptera
2351,3667,Chremistica ochracea,Chremistica ochracea,Insecta,Hemiptera
2352,3670,Chroicocephalus brunnicephalus,Brown-headed Gull,Aves,Charadriiformes
2353,3671,Chroicocephalus bulleri,Black-billed Gull,Aves,Charadriiformes
2354,3672,Chroicocephalus cirrocephalus,Grey-headed Gull,Aves,Charadriiformes
2355,3673,Chroicocephalus genei,Slender-billed Gull,Aves,Charadriiformes
2356,3674,Chroicocephalus hartlaubii,Hartlaub's Gull,Aves,Charadriiformes
2357,3675,Chroicocephalus maculipennis,Brown-hooded Gull,Aves,Charadriiformes
2358,3676,Chroicocephalus novaehollandiae,Silver Gull,Aves,Charadriiformes
2359,3677,Chroicocephalus philadelphia,Bonaparte's Gull,Aves,Charadriiformes
2360,3679,Chroicocephalus ridibundus,Black-headed Gull,Aves,Charadriiformes
2361,3680,Saundersilarus saundersi,Saunders's Gull,Aves,Charadriiformes
2362,3682,Chroicocephalus serranus,Andean Gull,Aves,Charadriiformes
2363,3689,Chrysochraon dispar,Chrysochraon dispar,Insecta,Orthoptera
2364,3690,Chrysococcyx caprius,Diederik Cuckoo,Aves,Cuculiformes
2365,3691,Chrysococcyx cupreus,African Emerald Cuckoo,Aves,Cuculiformes
2366,3692,Chrysococcyx flavigularis,Yellow-throated Cuckoo,Aves,Cuculiformes
2367,3693,Chrysococcyx klaas,Klaas's Cuckoo,Aves,Cuculiformes
2368,3694,Chrysococcyx maculatus,Asian Emerald Cuckoo,Aves,Cuculiformes
2369,3695,Chalcites megarhynchus,Long-billed Cuckoo,Aves,Cuculiformes
2370,3696,Chalcites meyerii,White-eared Bronze Cuckoo,Aves,Cuculiformes
2371,3697,Chrysococcyx xanthorhynchus,Violet Cuckoo,Aves,Cuculiformes
2372,3698,Chrysocolaptes erythrocephalus,Red-headed Flameback,Aves,Piciformes
2373,3699,Chrysocolaptes festivus,White-naped Woodpecker,Aves,Piciformes
2374,3700,Chrysocolaptes guttacristatus,Greater Flameback,Aves,Piciformes
2375,3701,Chrysocolaptes haematribon,Luzon Flameback,Aves,Piciformes
2376,3702,Chrysocolaptes lucidus,Buff-spotted Flameback,Aves,Piciformes
2377,3703,Chrysocolaptes socialis,Malabar Flameback,Aves,Piciformes
2378,3704,Chrysocolaptes stricklandi,Crimson-backed Flameback,Aves,Piciformes
2379,3706,Chrysocolaptes validus,Orange-backed Woodpecker,Aves,Piciformes
2380,3708,Chrysocolaptes xanthocephalus,Yellow-faced Flameback,Aves,Piciformes
2381,3709,Chrysocorythus estherae,Indonesian Serin,Aves,Passeriformes
2382,3710,Chrysocyon brachyurus,Maned Wolf,Mammalia,Carnivora
2383,3711,Chrysolampis mosquitus,Ruby-topaz Hummingbird,Aves,Apodiformes
2384,3713,Chrysolophus amherstiae,Lady Amherst's Pheasant,Aves,Galliformes
2385,3714,Chrysolophus pictus,Golden Pheasant,Aves,Galliformes
2386,3715,Chrysomma altirostre,Jerdon's Babbler,Aves,Passeriformes
2387,3716,Chrysomma sinense,Yellow-eyed Babbler,Aves,Passeriformes
2388,3717,Chrysomus icterocephalus,Yellow-hooded Blackbird,Aves,Passeriformes
2389,3718,Chrysomus ruficapillus,Chestnut-capped Blackbird,Aves,Passeriformes
2390,3721,Chrysophlegma flavinucha,Greater Yellownape,Aves,Piciformes
2391,3722,Chrysophlegma mentale,Checker-throated Woodpecker,Aves,Piciformes
2392,3723,Chrysophlegma miniaceum,Banded Woodpecker,Aves,Piciformes
2393,3725,Chrysothlypis chrysomelas,Black-and-yellow Tanager,Aves,Passeriformes
2394,3726,Chrysothlypis salmoni,Scarlet-and-white Tanager,Aves,Passeriformes
2395,3729,Chrysuronia brevirostris,White-chested Emerald,Aves,Apodiformes
2396,3730,Chrysuronia coeruleogularis,Sapphire-throated Hummingbird,Aves,Apodiformes
2397,3731,Chrysuronia goudoti,Shining-green Hummingbird,Aves,Apodiformes
2398,3732,Chrysuronia grayi,Blue-headed Sapphire,Aves,Apodiformes
2399,3733,Chrysuronia humboldtii,Humboldt's Sapphire,Aves,Apodiformes
2400,3734,Chrysuronia leucogaster,Plain-bellied Emerald,Aves,Apodiformes
2401,3735,Chrysuronia lilliae,Sapphire-bellied Hummingbird,Aves,Apodiformes
2402,3736,Chrysuronia oenone,Golden-tailed Sapphire,Aves,Apodiformes
2403,3737,Chrysuronia versicolor,Versicolored Emerald,Aves,Apodiformes
2404,3738,Chunga burmeisteri,Black-legged Seriema,Aves,Cariamiformes
2405,3739,Cicada barbara,Cicada barbara,Insecta,Hemiptera
2406,3740,Cicada cretensis,Cicada cretensis,Insecta,Hemiptera
2407,3741,Cicada lodosi,Cicada lodosi,Insecta,Hemiptera
2408,3742,Cicada mordoganensis,Cicada mordoganensis,Insecta,Hemiptera
2409,3743,Cicada orni,Cicada orni,Insecta,Hemiptera
2410,3744,Cicada,Cicada,Insecta,Hemiptera
2411,3745,Cicadatra atra,Cicadatra atra,Insecta,Hemiptera
2412,3746,Cicadatra hyalina,Cicadatra hyalina,Insecta,Hemiptera
2413,3749,Cicadatra platyptera,Cicadatra platyptera,Insecta,Hemiptera
2414,3751,Cicadetta brevipennis,Cicadetta brevipennis,Insecta,Hemiptera
2415,3752,Cicadetta cantilatrix,Cicadetta cantilatrix,Insecta,Hemiptera
2416,3759,Cicadetta montana,Cicadetta montana,Insecta,Hemiptera
2417,3760,Cicadetta petryi,Cicadetta petryi,Insecta,Hemiptera
2418,3761,Cicadettana calliope,Cicadettana calliope,Insecta,Hemiptera
2419,3764,Strix albitarsis,Rufous-banded Owl,Aves,Strigiformes
2420,3766,Strix huhula,Black-banded Owl,Aves,Strigiformes
2421,3768,Strix nigrolineata,Black-and-white Owl,Aves,Strigiformes
2422,3770,Strix virgata,Mottled Owl,Aves,Strigiformes
2423,3772,Cichladusa arquata,Collared Palm Thrush,Aves,Passeriformes
2424,3773,Cichladusa guttata,Spotted Palm Thrush,Aves,Passeriformes
2425,3774,Cichladusa ruficauda,Rufous-tailed Palm Thrush,Aves,Passeriformes
2426,3775,Cichlocolaptes leucophrus,Pale-browed Treehunter,Aves,Passeriformes
2427,3776,Cichlocolaptes mazarbarnetti,Cryptic Treehunter,Aves,Passeriformes
2428,3777,Cichlopsis leucogenys,Rufous-brown Solitaire,Aves,Passeriformes
2429,3780,Diphyllodes magnificus,Magnificent Bird-of-paradise,Aves,Passeriformes
2430,3782,Cicinnurus regius,King Bird-of-paradise,Aves,Passeriformes
2431,3783,Diphyllodes respublica,Wilson's Bird-of-paradise,Aves,Passeriformes
2432,3787,Ciconia ciconia,White Stork,Aves,Ciconiiformes
2433,3789,Ciconia maguari,Maguari Stork,Aves,Ciconiiformes
2434,3790,Ciconia nigra,Black Stork,Aves,Ciconiiformes
2435,3791,Cinclidium frontale,Blue-fronted Robin,Aves,Passeriformes
2436,3792,Cinclocerthia gutturalis,Grey Trembler,Aves,Passeriformes
2437,3793,Cinclocerthia ruficauda,Brown Trembler,Aves,Passeriformes
2438,3794,Cinclodes albidiventris,Chestnut-winged Cinclodes,Aves,Passeriformes
2439,3795,Cinclodes albiventris,Cream-winged Cinclodes,Aves,Passeriformes
2440,3796,Cinclodes fuscus,Buff-winged Cinclodes,Aves,Passeriformes
2441,3797,Cinclodes antarcticus,Blackish Cinclodes,Aves,Passeriformes
2442,3798,Cinclodes aricomae,Royal Cinclodes,Aves,Passeriformes
2443,3799,Cinclodes atacamensis,White-winged Cinclodes,Aves,Passeriformes
2444,3800,Cinclodes comechingonus,Cordoba Cinclodes,Aves,Passeriformes
2445,3801,Cinclodes excelsior,Stout-billed Cinclodes,Aves,Passeriformes
2446,3802,Cinclodes nigrofumosus,Chilean Seaside Cinclodes,Aves,Passeriformes
2447,3803,Cinclodes olrogi,Olrog's Cinclodes,Aves,Passeriformes
2448,3804,Cinclodes oustaleti,Grey-flanked Cinclodes,Aves,Passeriformes
2449,3805,Cinclodes pabsti,Long-tailed Cinclodes,Aves,Passeriformes
2450,3806,Cinclodes palliatus,White-bellied Cinclodes,Aves,Passeriformes
2451,3807,Cinclodes patagonicus,Dark-bellied Cinclodes,Aves,Passeriformes
2452,3808,Cinclodes taczanowskii,Peruvian Seaside Cinclodes,Aves,Passeriformes
2453,3809,Cincloramphus cruralis,Brown Songlark,Aves,Passeriformes
2454,3811,Cincloramphus macrurus,Papuan Grassbird,Aves,Passeriformes
2455,3813,Cincloramphus mathewsi,Rufous Songlark,Aves,Passeriformes
2456,3815,Cincloramphus rufus,Long-legged Thicketbird,Aves,Passeriformes
2457,3816,Cincloramphus timoriensis,Tawny Grassbird,Aves,Passeriformes
2458,3818,Cinclosoma ajax,Painted Quail-thrush,Aves,Passeriformes
2459,3820,Cinclosoma castaneothorax,Chestnut-breasted Quail-thrush,Aves,Passeriformes
2460,3821,Cinclosoma castanotum,Chestnut Quail-thrush,Aves,Passeriformes
2461,3822,Cinclosoma cinnamomeum,Cinnamon Quail-thrush,Aves,Passeriformes
2462,3823,Cinclosoma clarum,Copperback Quail-thrush,Aves,Passeriformes
2463,3824,Cinclosoma marginatum,Western Quail-thrush,Aves,Passeriformes
2464,3825,Cinclosoma punctatum,Spotted Quail-thrush,Aves,Passeriformes
2465,3826,Cinclus cinclus,White-throated Dipper,Aves,Passeriformes
2466,3827,Cinclus leucocephalus,White-capped Dipper,Aves,Passeriformes
2467,3828,Cinclus mexicanus,American Dipper,Aves,Passeriformes
2468,3829,Cinclus pallasii,Brown Dipper,Aves,Passeriformes
2469,3830,Cinclus schulzii,Rufous-throated Dipper,Aves,Passeriformes
2470,3831,Cinnycerthia fulva,Fulvous Wren,Aves,Passeriformes
2471,3832,Cinnycerthia olivascens,Sepia-brown Wren,Aves,Passeriformes
2472,3833,Cinnycerthia peruana,Peruvian Wren,Aves,Passeriformes
2473,3834,Cinnycerthia unirufa,Rufous Wren,Aves,Passeriformes
2474,3835,Cinnyricinclus leucogaster,Violet-backed Starling,Aves,Passeriformes
2475,3836,Cinnyris afer,Greater Double-collared Sunbird,Aves,Passeriformes
2476,3837,Cinnyris asiaticus,Purple Sunbird,Aves,Passeriformes
2477,3838,Cinnyris aurora,Palawan Sunbird,Aves,Passeriformes
2478,3839,Cinnyris batesi,Bates's Sunbird,Aves,Passeriformes
2479,3840,Cinnyris bifasciatus,Purple-banded Sunbird,Aves,Passeriformes
2480,3841,Cinnyris bouvieri,Orange-tufted Sunbird,Aves,Passeriformes
2481,3842,Cinnyris buettikoferi,Apricot-breasted Sunbird,Aves,Passeriformes
2482,3844,Cinnyris chalybeus,Southern Double-collared Sunbird,Aves,Passeriformes
2483,3845,Cinnyris chloropygius,Olive-bellied Sunbird,Aves,Passeriformes
2484,3846,Cinnyris clementiae,South Moluccan Sunbird,Aves,Passeriformes
2485,3847,Cinnyris coccinigastrus,Splendid Sunbird,Aves,Passeriformes
2486,3851,Cinnyris cupreus,Copper Sunbird,Aves,Passeriformes
2487,3852,Cinnyris dussumieri,Seychelles Sunbird,Aves,Passeriformes
2488,3853,Cinnyris erythrocercus,Red-chested Sunbird,Aves,Passeriformes
2489,3854,Cinnyris frenatus,Sahul Sunbird,Aves,Passeriformes
2490,3855,Cinnyris fuelleborni,Forest Double-collared Sunbird,Aves,Passeriformes
2491,3856,Cinnyris fuscus,Dusky Sunbird,Aves,Passeriformes
2492,3857,Cinnyris gertrudis,Western Miombo Sunbird,Aves,Passeriformes
2493,3858,Cinnyris habessinicus,Abyssinian Sunbird,Aves,Passeriformes
2494,3859,Cinnyris hellmayri,Arabian Sunbird,Aves,Passeriformes
2495,3861,Cinnyris humbloti,Humblot's Sunbird,Aves,Passeriformes
2496,3863,Cinnyris johannae,Johanna's Sunbird,Aves,Passeriformes
2497,3864,Cinnyris jugularis,Garden Sunbird,Aves,Passeriformes
2498,3865,Cinnyris lotenius,Loten's Sunbird,Aves,Passeriformes
2499,3866,Cinnyris loveridgei,Loveridge's Sunbird,Aves,Passeriformes
2500,3868,Cinnyris manoensis,Eastern Miombo Sunbird,Aves,Passeriformes
2501,3869,Cinnyris mariquensis,Marico Sunbird,Aves,Passeriformes
2502,3870,Cinnyris mediocris,Eastern Double-collared Sunbird,Aves,Passeriformes
2503,3871,Cinnyris melanogastrus,Gorgeous Sunbird,Aves,Passeriformes
2504,3872,Cinnyris pulchellus,Beautiful Sunbird,Aves,Passeriformes
2505,3873,Cinnyris minullus,Tiny Sunbird,Aves,Passeriformes
2506,3874,Cinnyris moreaui,Moreau's Sunbird,Aves,Passeriformes
2507,3875,Cinnyris nectarinioides,Black-bellied Sunbird,Aves,Passeriformes
2508,3876,Cinnyris neergaardi,Neergaard's Sunbird,Aves,Passeriformes
2509,3877,Cinnyris notatus,Malagasy Green Sunbird,Aves,Passeriformes
2510,3878,Cinnyris ornatus,Ornate Sunbird,Aves,Passeriformes
2511,3879,Cinnyris osea,Palestine Sunbird,Aves,Passeriformes
2512,3881,Cinnyris pembae,Pemba Sunbird,Aves,Passeriformes
2513,3882,Cinnyris regius,Regal Sunbird,Aves,Passeriformes
2514,3883,Cinnyris reichenowi,Northern Double-collared Sunbird,Aves,Passeriformes
2515,3885,Cinnyris shelleyi,Shelley's Sunbird,Aves,Passeriformes
2516,3886,Cinnyris solaris,Flame-breasted Sunbird,Aves,Passeriformes
2517,3887,Cinnyris sovimanga,Souimanga Sunbird,Aves,Passeriformes
2518,3888,Cinnyris stuhlmanni,Rwenzori Double-collared Sunbird,Aves,Passeriformes
2519,3889,Cinnyris superbus,Superb Sunbird,Aves,Passeriformes
2520,3890,Cinnyris talatala,White-bellied Sunbird,Aves,Passeriformes
2521,3891,Cinnyris tsavoensis,Tsavo Sunbird,Aves,Passeriformes
2522,3892,Cinnyris ursulae,Ursula's Sunbird,Aves,Passeriformes
2523,3893,Cinnyris usambaricus,Usambara Double-collared Sunbird,Aves,Passeriformes
2524,3894,Cinnyris venustus,Variable Sunbird,Aves,Passeriformes
2525,3897,Circaetus cinerascens,Western Banded Snake Eagle,Aves,Accipitriformes
2526,3898,Circaetus cinereus,Brown Snake Eagle,Aves,Accipitriformes
2527,3899,Circaetus fasciolatus,Southern Banded Snake Eagle,Aves,Accipitriformes
2528,3900,Circaetus gallicus,Short-toed Snake Eagle,Aves,Accipitriformes
2529,3902,Circaetus spectabilis,Congo Snake-Eagle,Aves,Accipitriformes
2530,3904,Circotettix undulatus,Circotettix undulatus,Insecta,Orthoptera
2531,3905,Circus aeruginosus,Western Marsh Harrier,Aves,Accipitriformes
2532,3906,Circus approximans,Swamp Harrier,Aves,Accipitriformes
2533,3908,Circus buffoni,Long-winged Harrier,Aves,Accipitriformes
2534,3909,Circus cinereus,Cinereous Harrier,Aves,Accipitriformes
2535,3910,Circus cyaneus,Hen Harrier,Aves,Accipitriformes
2536,3911,Circus hudsonius,Northern Harrier,Aves,Accipitriformes
2537,3913,Circus macrourus,Pallid Harrier,Aves,Accipitriformes
2538,3914,Circus maillardi,Reunion Harrier,Aves,Accipitriformes
2539,3915,Circus maurus,Black Harrier,Aves,Accipitriformes
2540,3917,Circus pygargus,Montagu's Harrier,Aves,Accipitriformes
2541,3919,Circus spilonotus,Eastern Marsh Harrier,Aves,Accipitriformes
2542,3923,Cissa chinensis,Common Green Magpie,Aves,Passeriformes
2543,3924,Cissa hypoleuca,Indochinese Green Magpie,Aves,Passeriformes
2544,3925,Cissa jefferyi,Bornean Green Magpie,Aves,Passeriformes
2545,3927,Cissomela pectoralis,Banded Honeyeater,Aves,Passeriformes
2546,3928,Cissopis leverianus,Magpie Tanager,Aves,Passeriformes
2547,3930,Cisticola aberdare,Aberdare Cisticola,Aves,Passeriformes
2548,3931,Cisticola aberrans,Rock-loving Cisticola,Aves,Passeriformes
2549,3933,Cisticola angusticauda,Long-tailed Cisticola,Aves,Passeriformes
2550,3934,Cisticola anonymus,Chattering Cisticola,Aves,Passeriformes
2551,3935,Cisticola aridulus,Desert Cisticola,Aves,Passeriformes
2552,3936,Cisticola ayresii,Wing-snapping Cisticola,Aves,Passeriformes
2553,3939,Cisticola bodessa,Boran Cisticola,Aves,Passeriformes
2554,3940,Cisticola brachypterus,Short-winged Cisticola,Aves,Passeriformes
2555,3941,Cisticola brunnescens,Pectoral-patch Cisticola,Aves,Passeriformes
2556,3942,Cisticola bulliens,Bubbling Cisticola,Aves,Passeriformes
2557,3943,Cisticola cantans,Singing Cisticola,Aves,Passeriformes
2558,3944,Cisticola carruthersi,Carruthers's Cisticola,Aves,Passeriformes
2559,3945,Cisticola cherina,Madagascar Cisticola,Aves,Passeriformes
2560,3946,Cisticola chiniana,Rattling Cisticola,Aves,Passeriformes
2561,3947,Cisticola chubbi,Chubb's Cisticola,Aves,Passeriformes
2562,3948,Cisticola cinereolus,Ashy Cisticola,Aves,Passeriformes
2563,3949,Cisticola cinnamomeus,Pale-crowned Cisticola,Aves,Passeriformes
2564,3951,Cisticola distinctus,Lynes's Cisticola,Aves,Passeriformes
2565,3952,Cisticola emini,Cisticola emini,Aves,Passeriformes
2566,3953,Cisticola erythrops,Red-faced Cisticola,Aves,Passeriformes
2567,3954,Cisticola exilis,Golden-headed Cisticola,Aves,Passeriformes
2568,3955,Cisticola eximius,Black-backed Cisticola,Aves,Passeriformes
2569,3956,Cisticola fulvicapilla,Neddicky,Aves,Passeriformes
2570,3957,Cisticola galactotes,Rufous-winged Cisticola,Aves,Passeriformes
2571,3958,Cisticola guinea,Dorst's Cisticola,Aves,Passeriformes
2572,3959,Cisticola haematocephalus,Coastal Cisticola,Aves,Passeriformes
2573,3961,Cisticola hunteri,Hunter's Cisticola,Aves,Passeriformes
2574,3962,Cisticola juncidis,Zitting Cisticola,Aves,Passeriformes
2575,3963,Cisticola lais,Wailing Cisticola,Aves,Passeriformes
2576,3964,Cisticola lateralis,Whistling Cisticola,Aves,Passeriformes
2577,3965,Cisticola luapula,Luapula Cisticola,Aves,Passeriformes
2578,3966,Cisticola lugubris,Ethiopian Cisticola,Aves,Passeriformes
2579,3967,Cisticola marginatus,Winding Cisticola,Aves,Passeriformes
2580,3968,Cisticola nana,Tiny Cisticola,Aves,Passeriformes
2581,3969,Cisticola natalensis,Croaking Cisticola,Aves,Passeriformes
2582,3970,Cisticola nigriloris,Black-lored Cisticola,Aves,Passeriformes
2583,3971,Cisticola njombe,Churring Cisticola,Aves,Passeriformes
2584,3972,Cisticola pipiens,Chirping Cisticola,Aves,Passeriformes
2585,3973,Cisticola robustus,Stout Cisticola,Aves,Passeriformes
2586,3974,Cisticola ruficeps,Red-pate Cisticola,Aves,Passeriformes
2587,3975,Cisticola rufilatus,Tinkling Cisticola,Aves,Passeriformes
2588,3976,Cisticola rufus,Rufous Cisticola,Aves,Passeriformes
2589,3977,Cisticola subruficapilla,Grey-backed Cisticola,Aves,Passeriformes
2590,3979,Cisticola textrix,Cloud Cisticola,Aves,Passeriformes
2591,3980,Cisticola tinniens,Levaillant's Cisticola,Aves,Passeriformes
2592,3981,Cisticola troglodytes,Foxy Cisticola,Aves,Passeriformes
2593,3982,Cisticola woosnami,Trilling Cisticola,Aves,Passeriformes
2594,3983,Cistothorus apolinari,Apolinar's Wren,Aves,Passeriformes
2595,3984,Cistothorus meridae,Merida Wren,Aves,Passeriformes
2596,3985,Cistothorus palustris,Marsh Wren,Aves,Passeriformes
2597,3986,Cistothorus platensis,Grass Wren,Aves,Passeriformes
2598,3987,Cistothorus stellaris,Sedge Wren,Aves,Passeriformes
2599,3988,Cittura cyanotis,Sulawesi Lilac Kingfisher,Aves,Coraciiformes
2600,3990,Cladorhynchus leucocephalus,Banded Stilt,Aves,Charadriiformes
2601,3991,Clamator coromandus,Chestnut-winged Cuckoo,Aves,Cuculiformes
2602,3992,Clamator glandarius,Great Spotted Cuckoo,Aves,Cuculiformes
2603,3993,Clamator jacobinus,Jacobin Cuckoo,Aves,Cuculiformes
2604,3994,Clamator levaillantii,Levaillant's Cuckoo,Aves,Cuculiformes
2605,3995,Clangula hyemalis,Long-tailed Duck,Aves,Anseriformes
2606,3996,Paraclaravis mondetoura,Maroon-chested Ground Dove,Aves,Columbiformes
2607,3997,Claravis pretiosa,Blue Ground Dove,Aves,Columbiformes
2608,4000,Cleptornis marchei,Golden White-eye,Aves,Passeriformes
2609,4003,Clibanornis dendrocolaptoides,Canebrake Groundcreeper,Aves,Passeriformes
2610,4004,Clibanornis erythrocephalus,Henna-hooded Foliage-gleaner,Aves,Passeriformes
2611,4005,Clibanornis rectirostris,Henna-capped Foliage-gleaner,Aves,Passeriformes
2612,4006,Clibanornis rufipectus,Santa Marta Foliage-gleaner,Aves,Passeriformes
2613,4009,Clidophleps distanti,Clidophleps distanti,Insecta,Hemiptera
2614,4014,Climacteris affinis,White-browed Treecreeper,Aves,Passeriformes
