idx,id,sci_name,com_name,class,order
2615,4015,Climacteris erythrops,Red-browed Treecreeper,Aves,Passeriformes
2616,4016,Climacteris melanurus,Black-tailed Treecreeper,Aves,Passeriformes
2617,4017,Climacteris picumnus,Brown Treecreeper,Aves,Passeriformes
2618,4018,Climacteris rufus,Rufous Treecreeper,Aves,Passeriformes
2619,4019,Clinopsalta adelaida,Clinopsalta adelaida,Insecta,Hemiptera
2620,4020,Clinopsalta autumna,Clinopsalta autumna,Insecta,Hemiptera
2621,4021,Dacelo rex,Shovel-billed Kookaburra,Aves,Coraciiformes
2622,4023,Clytoctantes alixii,Recurve-billed Bushbird,Aves,Passeriformes
2623,4024,Clytoctantes atrogularis,Rondonia Bushbird,Aves,Passeriformes
2624,4025,Heliodoxa rubricauda,Brazilian Ruby,Aves,Apodiformes
2625,4027,Clytomyias insignis,Orange-crowned Fairywren,Aves,Passeriformes
2626,4028,Clytorhynchus hamlini,Rennell Shrikebill,Aves,Passeriformes
2627,4029,Clytorhynchus nigrogularis,Black-throated Shrikebill,Aves,Passeriformes
2628,4030,Clytorhynchus pachycephaloides,Southern Shrikebill,Aves,Passeriformes
2629,4031,Clytorhynchus vitiensis,Fiji Shrikebill,Aves,Passeriformes
2630,4033,Cnemarchus erythropygius,Red-rumped Bush Tyrant,Aves,Passeriformes
2631,4034,Cnemarchus rufipennis,Rufous-webbed Bush Tyrant,Aves,Passeriformes
2632,4035,Cnemathraupis aureodorsalis,Golden-backed Mountain Tanager,Aves,Passeriformes
2633,4036,Cnemathraupis eximia,Black-chested Mountain Tanager,Aves,Passeriformes
2634,4037,Cnemophilus loriae,Loria's Satinbird,Aves,Passeriformes
2635,4038,Cnemophilus macgregorii,Crested Satinbird,Aves,Passeriformes
2636,4039,Cnemoscopus rubrirostris,Grey-hooded Bush Tanager,Aves,Passeriformes
2637,4040,Cnemotriccus fuscatus,Fuscous Flycatcher,Aves,Passeriformes
2638,4042,Cnipodectes subbrunneus,Brownish Twistwing,Aves,Passeriformes
2639,4043,Cnipodectes superrufus,Rufous Twistwing,Aves,Passeriformes
2640,4046,Coccopygia melanotis,Swee Waxbill,Aves,Passeriformes
2641,4047,Coccopygia quartinia,Yellow-bellied Waxbill,Aves,Passeriformes
2642,4048,Coccothraustes abeillei,Hooded Grosbeak,Aves,Passeriformes
2643,4050,Coccothraustes coccothraustes,Hawfinch,Aves,Passeriformes
2644,4051,Coccothraustes vespertinus,Evening Grosbeak,Aves,Passeriformes
2645,4053,Coccycua cinerea,Ash-colored Cuckoo,Aves,Cuculiformes
2646,4054,Coccycua minuta,Little Cuckoo,Aves,Cuculiformes
2647,4055,Coccycua pumila,Dwarf Cuckoo,Aves,Cuculiformes
2648,4056,Coccyzus americanus,Yellow-billed Cuckoo,Aves,Cuculiformes
2649,4057,Coccyzus erythropthalmus,Black-billed Cuckoo,Aves,Cuculiformes
2650,4058,Coccyzus euleri,Pearly-breasted Cuckoo,Aves,Cuculiformes
2651,4060,Coccyzus lansbergi,Grey-capped Cuckoo,Aves,Cuculiformes
2652,4061,Coccyzus longirostris,Hispaniolan Lizard Cuckoo,Aves,Cuculiformes
2653,4062,Coccyzus melacoryphus,Dark-billed Cuckoo,Aves,Cuculiformes
2654,4063,Coccyzus merlini,Great Lizard Cuckoo,Aves,Cuculiformes
2655,4064,Coccyzus minor,Mangrove Cuckoo,Aves,Cuculiformes
2656,4065,Coccyzus pluvialis,Chestnut-bellied Cuckoo,Aves,Cuculiformes
2657,4066,Coccyzus rufigularis,Bay-breasted Cuckoo,Aves,Cuculiformes
2658,4067,Coccyzus vetula,Jamaican Lizard Cuckoo,Aves,Cuculiformes
2659,4068,Coccyzus vieilloti,Puerto Rican Lizard Cuckoo,Aves,Cuculiformes
2660,4069,Cochlearius cochlearius,Boat-billed Heron,Aves,Pelecaniformes
2661,4070,Cochoa azurea,Javan Cochoa,Aves,Passeriformes
2662,4072,Cochoa purpurea,Purple Cochoa,Aves,Passeriformes
2663,4073,Cochoa viridis,Green Cochoa,Aves,Passeriformes
2664,4074,Cochranella granulosa,Cochranella granulosa,Amphibia,Anura
2665,4075,Coeligena bonapartei,Golden-bellied Starfrontlet,Aves,Apodiformes
2666,4077,Coeligena coeligena,Bronzy Inca,Aves,Apodiformes
2667,4080,Coeligena torquata,Collared Inca,Aves,Apodiformes
2668,4082,Coeligena iris,Rainbow Starfrontlet,Aves,Apodiformes
2669,4083,Coeligena lutetiae,Buff-winged Starfrontlet,Aves,Apodiformes
2670,4084,Coeligena orina,Dusky Starfrontlet,Aves,Apodiformes
2671,4085,Coeligena phalerata,White-tailed Starfrontlet,Aves,Apodiformes
2672,4086,Coeligena prunellei,Black Inca,Aves,Apodiformes
2673,4087,Coeligena violifer,Violet-throated Starfrontlet,Aves,Apodiformes
2674,4088,Coeligena wilsoni,Brown Inca,Aves,Apodiformes
2675,4095,Coenocorypha huegeli,Snares Snipe,Aves,Charadriiformes
2676,4096,Coenocorypha pusilla,Chatham Islands Snipe,Aves,Charadriiformes
2677,4097,Coereba flaveola,Bananaquit,Aves,Passeriformes
2678,4098,Colaptes aeruginosus,Bronze-winged Woodpecker,Aves,Piciformes
2679,4099,Colaptes atricollis,Black-necked Woodpecker,Aves,Piciformes
2680,4100,Colaptes auratus,Northern Flicker,Aves,Piciformes
2681,4101,Colaptes auricularis,Grey-crowned Woodpecker,Aves,Piciformes
2682,4102,Colaptes campestris,Campo Flicker,Aves,Piciformes
2683,4103,Colaptes chrysoides,Gilded Flicker,Aves,Piciformes
2684,4104,Colaptes fernandinae,Fernandina's Flicker,Aves,Piciformes
2685,4105,Colaptes melanochloros,Green-barred Woodpecker,Aves,Piciformes
2686,4106,Colaptes mexicanoides,Guatemalan Flicker,Aves,Piciformes
2687,4107,Colaptes pitius,Chilean Flicker,Aves,Piciformes
2688,4108,Colaptes punctigula,Spot-breasted Woodpecker,Aves,Piciformes
2689,4109,Colaptes rivolii,Crimson-mantled Woodpecker,Aves,Piciformes
2690,4110,Colaptes rubiginosus,Golden-olive Woodpecker,Aves,Piciformes
2691,4111,Colaptes rupicola,Andean Flicker,Aves,Piciformes
2692,4115,Colibri coruscans,Sparkling Violetear,Aves,Apodiformes
2693,4116,Colibri cyanotus,Lesser Violetear,Aves,Apodiformes
2694,4117,Colibri delphinae,Brown Violetear,Aves,Apodiformes
2695,4118,Colibri serrirostris,White-vented Violetear,Aves,Apodiformes
2696,4119,Colibri thalassinus,Mexican Violetear,Aves,Apodiformes
2697,4120,Colinus cristatus,Crested Bobwhite,Aves,Galliformes
2698,4121,Colinus leucopogon,Spot-bellied Bobwhite,Aves,Galliformes
2699,4122,Colinus nigrogularis,Yucatan Bobwhite,Aves,Galliformes
2700,4123,Colinus virginianus,Northern Bobwhite,Aves,Galliformes
2701,4124,Colius castanotus,Red-backed Mousebird,Aves,Coliiformes
2702,4125,Colius colius,White-backed Mousebird,Aves,Coliiformes
2703,4126,Colius leucocephalus,White-headed Mousebird,Aves,Coliiformes
2704,4127,Colius striatus,Speckled Mousebird,Aves,Coliiformes
2705,4130,Collocalia affinis,Plume-toed Swiftlet,Aves,Apodiformes
2706,4132,Collocalia esculenta,Glossy Swiftlet,Aves,Apodiformes
2707,4138,Collocalia troglodytes,Pygmy Swiftlet,Aves,Apodiformes
2708,4141,Colluricincla fortis,Variable Shrikethrush,Aves,Passeriformes
2709,4142,Colluricincla megarhyncha,Arafura Shrikethrush,Aves,Passeriformes
2710,4144,Pachycephala melanorhyncha,Biak Whistler,Aves,Passeriformes
2711,4145,Colluricincla boweri,Bower's Shrikethrush,Aves,Passeriformes
2712,4147,Colluricincla harmonica,Grey Shrikethrush,Aves,Passeriformes
2713,4148,Colluricincla rufogaster,Rufous Shrikethrush,Aves,Passeriformes
2714,4149,Colluricincla tappenbecki,Sepik-Ramu Shrikethrush,Aves,Passeriformes
2715,4151,Colluricincla woodwardi,Sandstone Shrikethrush,Aves,Passeriformes
2716,4153,Colobus guereza,Guereza,Mammalia,Primates
2717,4156,Colobus,Black-and-white colobuses,Mammalia,Primates
2718,4157,Coloeus dauuricus,Daurian Jackdaw,Aves,Passeriformes
2719,4159,Coloeus monedula,Western Jackdaw,Aves,Passeriformes
2720,4164,Colonia colonus,Long-tailed Tyrant,Aves,Passeriformes
2721,4166,Colorhamphus parvirostris,Patagonian Tyrant,Aves,Passeriformes
2722,4167,Colostethus fraterdanieli,Colostethus fraterdanieli,Amphibia,Anura
2723,4174,Colostethus pratti,Colostethus pratti,Amphibia,Anura
2724,4175,Colostethus ruthveni,Colostethus ruthveni,Amphibia,Anura
2725,4176,Colostethus,Colostethus,Amphibia,Anura
2726,4178,Columba albitorques,White-collared Pigeon,Aves,Columbiformes
2727,4180,Columba arquatrix,African Olive Pigeon,Aves,Columbiformes
2728,4181,Columba bollii,Bolle's Pigeon,Aves,Columbiformes
2729,4182,Columba delegorguei,Eastern Bronze-naped Pigeon,Aves,Columbiformes
2730,4183,Columba elphinstonii,Nilgiri Wood Pigeon,Aves,Columbiformes
2731,4184,Columba eversmanni,Yellow-eyed Pigeon,Aves,Columbiformes
2732,4185,Columba guinea,Speckled Pigeon,Aves,Columbiformes
2733,4187,Columba iriditorques,Western Bronze-naped Pigeon,Aves,Columbiformes
2734,4188,Columba janthina,Black Wood Pigeon,Aves,Columbiformes
2735,4189,Columba junoniae,Laurel Pigeon,Aves,Columbiformes
2736,4190,Columba leucomela,White-headed Pigeon,Aves,Columbiformes
2737,4191,Columba leuconota,Snow Pigeon,Aves,Columbiformes
2738,4192,Columba livia,Rock Dove,Aves,Columbiformes
2739,4194,Columba malherbii,Island Bronze-naped Pigeon,Aves,Columbiformes
2740,4195,Columba oenas,Stock Dove,Aves,Columbiformes
2741,4197,Columba palumboides,Andaman Wood Pigeon,Aves,Columbiformes
2742,4198,Columba palumbus,Common Wood Pigeon,Aves,Columbiformes
2743,4200,Columba pulchricollis,Ashy Wood Pigeon,Aves,Columbiformes
2744,4202,Columba rupestris,Hill Pigeon,Aves,Columbiformes
2745,4205,Columba torringtoniae,Sri Lanka Wood Pigeon,Aves,Columbiformes
2746,4206,Columba trocaz,Trocaz Pigeon,Aves,Columbiformes
2747,4207,Columba unicincta,Afep Pigeon,Aves,Columbiformes
2748,4208,Columba vitiensis,Metallic Pigeon,Aves,Columbiformes
2749,4209,Columbina buckleyi,Ecuadorian Ground Dove,Aves,Columbiformes
2750,4210,Columbina cruziana,Croaking Ground Dove,Aves,Columbiformes
2751,4211,Columbina cyanopis,Blue-eyed Ground Dove,Aves,Columbiformes
2752,4212,Columbina inca,Inca Dove,Aves,Columbiformes
2753,4213,Columbina minuta,Plain-breasted Ground Dove,Aves,Columbiformes
2754,4214,Columbina passerina,Common Ground Dove,Aves,Columbiformes
2755,4215,Columbina picui,Picui Ground Dove,Aves,Columbiformes
2756,4216,Columbina squammata,Scaled Dove,Aves,Columbiformes
2757,4217,Columbina talpacoti,Ruddy Ground Dove,Aves,Columbiformes
2758,4219,Compsothraupis loricata,Scarlet-throated Tanager,Aves,Passeriformes
2759,4222,Conioptilon mcilhennyi,Black-faced Cotinga,Aves,Passeriformes
2760,4223,Conirostrum albifrons,Capped Conebill,Aves,Passeriformes
2761,4224,Conirostrum bicolor,Bicolored Conebill,Aves,Passeriformes
2762,4225,Conirostrum binghami,Giant Conebill,Aves,Passeriformes
2763,4226,Conirostrum cinereum,Cinereous Conebill,Aves,Passeriformes
2764,4227,Conirostrum ferrugineiventre,White-browed Conebill,Aves,Passeriformes
2765,4228,Conirostrum leucogenys,White-eared Conebill,Aves,Passeriformes
2766,4229,Conirostrum margaritae,Pearly-breasted Conebill,Aves,Passeriformes
2767,4230,Conirostrum rufum,Rufous-browed Conebill,Aves,Passeriformes
2768,4231,Conirostrum sitticolor,Blue-backed Conebill,Aves,Passeriformes
2769,4232,Conirostrum speciosum,Chestnut-vented Conebill,Aves,Passeriformes
2770,4233,Conirostrum tamarugense,Tamarugo Conebill,Aves,Passeriformes
2771,4236,Connochaetes taurinus,Blue Wildebeest,Mammalia,Artiodactyla
2772,4238,Conocephalus albescens,Conocephalus albescens,Insecta,Orthoptera
2773,4241,Conocephalus brevipennis,Short-winged Meadow Katydid,Insecta,Orthoptera
2774,4243,Conocephalus cinereus,Caribbean meadow katydid,Insecta,Orthoptera
2775,4247,Conocephalus discolor,Conocephalus discolor,Insecta,Orthoptera
2776,4248,Conocephalus fuscus,Conocephalus fuscus,Insecta,Orthoptera
2777,4249,Conocephalus dorsalis,Conocephalus dorsalis,Insecta,Orthoptera
2778,4251,Conocephalus exemptus,Conocephalus exemptus,Insecta,Orthoptera
2779,4252,Conocephalus fasciatus,Slender Meadow Katydid,Insecta,Orthoptera
2780,4261,Conocephalus melaenus,Conocephalus melaenus,Insecta,Orthoptera
2781,4262,Conocephalus nemoralis,Woodland Meadow Katydid,Insecta,Orthoptera
2782,4263,Conocephalus nigropleuroides,tidewater meadow katydid,Insecta,Orthoptera
2783,4268,Conocephalus semivittatus,Conocephalus semivittatus,Insecta,Orthoptera
2784,4269,Conocephalus spartinae,saltmarsh meadow katydid,Insecta,Orthoptera
2785,4272,Conocephalus strictus,straight-lanced meadow katydid,Insecta,Orthoptera
2786,4273,Conocephalus upoluensis,Conocephalus upoluensis,Insecta,Orthoptera
2787,4279,Conopias albovittatus,White-ringed Flycatcher,Aves,Passeriformes
2788,4280,Conopias parvus,Yellow-throated Flycatcher,Aves,Passeriformes
2789,4281,Conopias cinchoneti,Lemon-browed Flycatcher,Aves,Passeriformes
2790,4282,Conopias trivirgatus,Three-striped Flycatcher,Aves,Passeriformes
2791,4283,Conopophaga ardesiaca,Slaty Gnateater,Aves,Passeriformes
2792,4284,Conopophaga aurita,Chestnut-belted Gnateater,Aves,Passeriformes
2793,4285,Conopophaga castaneiceps,Chestnut-crowned Gnateater,Aves,Passeriformes
2794,4286,Conopophaga cearae,Ceara Gnateater,Aves,Passeriformes
2795,4287,Conopophaga lineata,Rufous Gnateater,Aves,Passeriformes
2796,4288,Conopophaga melanogaster,Black-bellied Gnateater,Aves,Passeriformes
2797,4289,Conopophaga melanops,Black-cheeked Gnateater,Aves,Passeriformes
2798,4290,Conopophaga peruviana,Ash-throated Gnateater,Aves,Passeriformes
2799,4291,Conopophaga roberti,Hooded Gnateater,Aves,Passeriformes
2800,4292,Conopophaga snethlageae,Black-breasted Gnateater,Aves,Passeriformes
2801,4293,Conopophila albogularis,Rufous-banded Honeyeater,Aves,Passeriformes
2802,4294,Conopophila rufogularis,Rufous-throated Honeyeater,Aves,Passeriformes
2803,4295,Conopophila whitei,Grey Honeyeater,Aves,Passeriformes
2804,4296,Paradoxornis aemodius,Great Parrotbill,Aves,Passeriformes
2805,4298,Conothraupis mesoleuca,Cone-billed Tanager,Aves,Passeriformes
2806,4299,Conothraupis speculigera,Black-and-white Tanager,Aves,Passeriformes
2807,4301,Contopus albogularis,White-throated Pewee,Aves,Passeriformes
2808,4302,Contopus bogotensis,Northern Tropical Pewee,Aves,Passeriformes
2809,4303,Contopus cinereus,Southern Tropical Pewee,Aves,Passeriformes
2810,4304,Contopus caribaeus,Cuban Pewee,Aves,Passeriformes
2811,4305,Contopus cooperi,Olive-sided Flycatcher,Aves,Passeriformes
2812,4306,Contopus fumigatus,Smoke-colored Pewee,Aves,Passeriformes
2813,4307,Contopus hispaniolensis,Hispaniolan Pewee,Aves,Passeriformes
2814,4308,Contopus latirostris,Lesser Antillean Pewee,Aves,Passeriformes
2815,4309,Contopus lugubris,Dark Pewee,Aves,Passeriformes
2816,4310,Contopus nigrescens,Blackish Pewee,Aves,Passeriformes
2817,4311,Contopus ochraceus,Ochraceous Pewee,Aves,Passeriformes
2818,4312,Contopus pallidus,Jamaican Pewee,Aves,Passeriformes
2819,4313,Contopus pertinax,Greater Pewee,Aves,Passeriformes
2820,4314,Contopus punensis,Tumbes Pewee,Aves,Passeriformes
2821,4315,Contopus sordidulus,Western Wood Pewee,Aves,Passeriformes
2822,4316,Contopus virens,Eastern Wood Pewee,Aves,Passeriformes
2823,4322,Cophixalus infacetus,Cophixalus infacetus,Amphibia,Anura
2824,4324,Cophixalus ornatus,Cophixalus ornatus,Amphibia,Anura
2825,4330,Copsychus albiventris,Andaman Shama,Aves,Passeriformes
2826,4331,Copsychus albospecularis,Madagascar Magpie-Robin,Aves,Passeriformes
2827,4332,Copsychus cebuensis,Black Shama,Aves,Passeriformes
2828,4333,Copsychus fulicatus,Indian Robin,Aves,Passeriformes
2829,4334,Copsychus leggei,Sri Lanka Shama,Aves,Passeriformes
2830,4335,Copsychus luzoniensis,White-browed Shama,Aves,Passeriformes
2831,4336,Copsychus superciliaris,Visayan Shama,Aves,Passeriformes
2832,4337,Copsychus malabaricus,White-rumped Shama,Aves,Passeriformes
2833,4338,Copsychus mindanensis,Philippine Magpie-Robin,Aves,Passeriformes
2834,4339,Copsychus niger,White-vented Shama,Aves,Passeriformes
2835,4340,Copsychus pyrropygus,Rufous-tailed Shama,Aves,Passeriformes
2836,4341,Copsychus saularis,Oriental Magpie-Robin,Aves,Passeriformes
2837,4343,Copsychus stricklandii,White-crowned Shama,Aves,Passeriformes
2838,4344,Coracias abyssinicus,Abyssinian Roller,Aves,Coraciiformes
2839,4345,Coracias affinis,Indochinese Roller,Aves,Coraciiformes
2840,4346,Coracias benghalensis,Indian Roller,Aves,Coraciiformes
2841,4347,Coracias caudatus,Lilac-breasted Roller,Aves,Coraciiformes
2842,4348,Coracias cyanogaster,Blue-bellied Roller,Aves,Coraciiformes
2843,4349,Coracias garrulus,European Roller,Aves,Coraciiformes
2844,4350,Coracias naevius,Purple Roller,Aves,Coraciiformes
2845,4351,Coracias spatulatus,Racket-tailed Roller,Aves,Coraciiformes
2846,4352,Coracias temminckii,Purple-winged Roller,Aves,Coraciiformes
2847,4353,Coracina atriceps,Moluccan Cuckooshrike,Aves,Passeriformes
2848,4354,Cyanograucalus azureus,Blue Cuckooshrike,Aves,Passeriformes
2849,4355,Coracina bicolor,Pied Cuckooshrike,Aves,Passeriformes
2850,4356,Coracina boyeri,Boyer's Cuckooshrike,Aves,Passeriformes
2851,4357,Coracina caeruleogrisea,Stout-billed Cuckooshrike,Aves,Passeriformes
2852,4358,Coracina caledonica,South Melanesian Cuckooshrike,Aves,Passeriformes
2853,4359,Edolisoma coerulescens,Blackish Cuckooshrike,Aves,Passeriformes
2854,4362,Edolisoma dohertyi,Pale-shouldered Cicadabird,Aves,Passeriformes
2855,4363,Lalage fimbriata,Lesser Cuckooshrike,Aves,Passeriformes
2856,4365,Coracina guillemardi,Sulu Cuckooshrike,Aves,Passeriformes
2857,4366,Edolisoma holopolium,Solomons Cicadabird,Aves,Passeriformes
2858,4367,Edolisoma incertum,Black-shouldered Cicadabird,Aves,Passeriformes
2859,4369,Coracina javensis,Oriental Cuckooshrike,Aves,Passeriformes
2860,4371,Coracina larutensis,Malayan Cuckooshrike,Aves,Passeriformes
2861,4372,Coracina larvata,Sunda Cuckooshrike,Aves,Passeriformes
2862,4374,Coracina lineata,Barred Cuckooshrike,Aves,Passeriformes
2863,4375,Coracina longicauda,Hooded Cuckooshrike,Aves,Passeriformes
2864,4376,Coracina macei,Indian Cuckooshrike,Aves,Passeriformes
2865,4377,Coracina maxima,Ground Cuckooshrike,Aves,Passeriformes
2866,4378,Malindangia mcgregori,McGregor's Cuckooshrike,Aves,Passeriformes
2867,4379,Lalage melanoptera,Black-headed Cuckooshrike,Aves,Passeriformes
2868,4380,Edolisoma melas,Black Cicadabird,Aves,Passeriformes
2869,4381,Lalage melaschistos,Black-winged Cuckooshrike,Aves,Passeriformes
2870,4384,Edolisoma montanum,Black-bellied Cuckooshrike,Aves,Passeriformes
2871,4385,Edolisoma morio,Sulawesi Cicadabird,Aves,Passeriformes
2872,4387,Lalage newtoni,Reunion Cuckooshrike,Aves,Passeriformes
2873,4388,Coracina novaehollandiae,Black-faced Cuckooshrike,Aves,Passeriformes
2874,4389,Edolisoma ostentum,White-winged Cuckooshrike,Aves,Passeriformes
2875,4391,Coracina striata,Bar-bellied Cuckooshrike,Aves,Passeriformes
2876,4392,Coracina papuensis,White-bellied Cuckooshrike,Aves,Passeriformes
2877,4393,Coracina parvula,Halmahera Cuckooshrike,Aves,Passeriformes
2878,4395,Coracina personata,Wallacean Cuckooshrike,Aves,Passeriformes
2879,4396,Lalage polioptera,Indochinese Cuckooshrike,Aves,Passeriformes
2880,4397,Edolisoma remotum,Bismarck Cicadabird,Aves,Passeriformes
2881,4398,Edolisoma salomonis,Makira Cicadabird,Aves,Passeriformes
2882,4400,Edolisoma schisticeps,Grey-headed Cuckooshrike,Aves,Passeriformes
2883,4401,Coracina temminckii,Cerulean Cuckooshrike,Aves,Passeriformes
2884,4404,Lalage typica,Mauritius Cuckooshrike,Aves,Passeriformes
2885,4406,Coracopsis barklyi,Seychelles Black Parrot,Aves,Psittaciformes
2886,4407,Coracopsis nigra,Lesser Vasa Parrot,Aves,Psittaciformes
2887,4409,Coracopsis vasa,Greater Vasa Parrot,Aves,Psittaciformes
2888,4410,Coracornis raveni,Maroon-backed Whistler,Aves,Passeriformes
2889,4412,Coragyps atratus,Black Vulture,Aves,Accipitriformes
2890,4413,Corapipo altera,White-ruffed Manakin,Aves,Passeriformes
2891,4414,Corapipo gutturalis,White-throated Manakin,Aves,Passeriformes
2892,4415,Corapipo leucorrhoa,White-bibbed Manakin,Aves,Passeriformes
2893,4416,Corcorax melanorhamphos,White-winged Chough,Aves,Passeriformes
2894,4418,Cormobates leucophaea,White-throated Treecreeper,Aves,Passeriformes
2895,4419,Cormobates placens,Papuan Treecreeper,Aves,Passeriformes
2896,4427,Cornufer pelewensis,Palau Ground Frog,Amphibia,Anura
2897,4434,Corthylio calendula,Ruby-crowned Kinglet,Aves,Passeriformes
2898,4435,Corvinella corvina,Yellow-billed Shrike,Aves,Passeriformes
2899,4437,Corvus albicollis,White-necked Raven,Aves,Passeriformes
2900,4438,Corvus albus,Pied Crow,Aves,Passeriformes
2901,4439,Corvus bennetti,Little Crow,Aves,Passeriformes
2902,4440,Corvus brachyrhynchos,American Crow,Aves,Passeriformes
2903,4441,Corvus capensis,Cape Crow,Aves,Passeriformes
2904,4442,Corvus celebensis,Sulawesi Crow,Mammalia,Artiodactyla
2905,4444,Corvus corax,Northern Raven,Aves,Passeriformes
2906,4445,Corvus cornix,Hooded Crow,Aves,Passeriformes
2907,4446,Corvus corone,Carrion Crow,Aves,Passeriformes
2908,4447,Corvus coronoides,Australian Raven,Aves,Passeriformes
2909,4448,Corvus crassirostris,Thick-billed Raven,Aves,Passeriformes
2910,4449,Corvus cryptoleucus,Chihuahuan Raven,Aves,Passeriformes
2911,4450,Corvus culminatus,Indian Jungle Crow,Aves,Passeriformes
2912,4451,Corvus edithae,Somali Crow,Aves,Passeriformes
2913,4452,Corvus enca,Sunda Crow,Aves,Passeriformes
2914,4453,Corvus florensis,Flores Crow,Aves,Passeriformes
2915,4454,Corvus frugilegus,Rook,Aves,Passeriformes
