SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Lanius sphenocercus,Chinese gray shrike,chgshr1,species,20900.0,CGSH,LASP,,Passeriformes,Shrikes,Laniidae,,,,laniid1
Lanius giganteus,Giant shrike,chgshr3,species,20901.0,GGSH GISH,LAGI,,Passeriformes,Shrikes,Laniidae,,,,laniid1
Lanius sphenocercus/giganteus,Chinese Gray/Giant Shrike,chgshr2,slash,20902.0,GGSH CGSH GISH,LAGI LASP,,Passeriformes,Shrikes,Laniidae,,,,laniid1
Lanius excubitoroides,Gray-backed fiscal,gybfis1,species,20903.0,GBFI,LAEX,,Passeriformes,Shrikes,Laniidae,,,,laniid1
Lanius cabanisi,Long-tailed fiscal,lotfis1,species,20907.0,LTFI,LACA,,Passeriformes,Shrikes,Laniidae,,,,laniid1
Lanius dorsalis,Taita fiscal,taifis1,species,20908.0,TAFI,LADO,,Passeriformes,Shrikes,Laniidae,,,,laniid1
Lanius somalicus,Somali fiscal,somfis1,species,20909.0,SOFI,LASO,,Passeriformes,Shrikes,Laniidae,,,,laniid1
Lanius mackinnoni,Mackinnon's shrike,macshr1,species,20910.0,MASH,LAMA,,Passeriformes,Shrikes,Laniidae,,,,laniid1
Lanius humeralis,Northern fiscal,norfis1,species,20911.0,COFI NOFI,LAHU,,Passeriformes,Shrikes,Laniidae,,,,laniid1
Lanius collaris,Southern fiscal,soufis1,species,20915.0,COFI SOFI,LACO,,Passeriformes,Shrikes,Laniidae,,,,laniid1
Lanius collaris marwitzi,Southern fiscal (Uhehe),soufis2,issf,20916.0,COFI SOFI,LACO,,Passeriformes,Shrikes,Laniidae,soufis1,,,laniid1
Lanius collaris [collaris Group],Southern fiscal (Southern),soufis3,issf,20917.0,COFI SOFI,LACO,,Passeriformes,Shrikes,Laniidae,soufis1,,,laniid1
Lanius humeralis/collaris,Northern/Southern Fiscal (Common Fiscal),comfis1,slash,20922.0,NOFI COFI SOFI,LAHU LACO,,Passeriformes,Shrikes,Laniidae,,,,laniid1
Lanius souzae,Souza's shrike,soushr3,species,20923.0,SOSH,LASO,,Passeriformes,Shrikes,Laniidae,,,,laniid1
Lanius newtoni,Newton's fiscal,newfis1,species,20927.0,NEFI STFI,LANE,,Passeriformes,Shrikes,Laniidae,,,,laniid1
Lanius nubicus,Picanço-da-núbia,masshr1,species,20928.0,MASH,LANU,,Passeriformes,Shrikes,Laniidae,,,,laniid1
Lanius senator,Picanço-barreteiro,wooshr1,species,20929.0,WOSH,LASE,,Passeriformes,Shrikes,Laniidae,,,,laniid1
Lanius senator senator,Picanço-barreteiro (senator),wooshr2,issf,20930.0,WOSH,LASE,,Passeriformes,Shrikes,Laniidae,wooshr1,,,laniid1
Lanius senator badius,Picanço-barreteiro (badius),wooshr3,issf,20931.0,WOSH,LASE,,Passeriformes,Shrikes,Laniidae,wooshr1,,,laniid1
Lanius senator niloticus,Picanço-barreteiro (niloticus),wooshr4,issf,20932.0,WOSH,LASE,,Passeriformes,Shrikes,Laniidae,wooshr1,,,laniid1
Lanius collurio x senator,Picanço-de-dorso-ruivo x picanço-barreteiro (híbrido),x00861,hybrid,20933.0,WOSH RBSH,LASE LACO,,Passeriformes,Shrikes,Laniidae,,,,laniid1
Laniidae sp.,picanço (Lanius) sp.,shrike,spuh,20934.0,,,,Passeriformes,Shrikes,Laniidae,,,,laniid1
Eurocephalus ruppelli,White-rumped shrike,whrshr1,species,20935.0,WRSH NWCS,EURU,,Passeriformes,Shrikes,Laniidae,,,,laniid1
Eurocephalus anguitimens,White-crowned shrike,whcshr1,species,20936.0,WCSH SWCS,EUAN,,Passeriformes,Shrikes,Laniidae,,,,laniid1
Platysmurus leucopterus,Malayan black magpie,blkmag1,species,20940.0,BLMA MBMA,PLLE,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Platysmurus aterrimus,Bornean black magpie,blkmag2,species,20941.0,BLMA BBMA,PLAT,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Perisoreus infaustus,Gaio-siberiano,sibjay1,species,20942.0,SIJA,PEIN,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Perisoreus internigrans,Sichuan jay,sicjay1,species,20952.0,SIJA,PEIN,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Perisoreus canadensis,Canada jay,gryjay,species,20953.0,GRJA,PECA,CAJA,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Perisoreus canadensis [canadensis Group],Canada jay (Boreal),gryjay1,issf,20954.0,CAJA GRJA,PECA,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,gryjay,,,corvid1
Perisoreus canadensis capitalis/bicolor,Canada jay (Rocky Mts.),gryjay2,issf,20959.0,CAJA GRJA,PECA,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,gryjay,,,corvid1
Perisoreus canadensis obscurus/griseus,Canada jay (Pacific),gryjay3,issf,20962.0,CAJA GRJA,PECA,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,gryjay,,,corvid1
Cyanolyca mirabilis,White-throated jay,whtjay1,species,20965.0,,CYMI,WTJA,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanolyca nanus,Dwarf jay,dwajay1,species,20966.0,,CYNA,DWJA,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanolyca pumilo,Black-throated jay,bltjay1,species,20967.0,,CYPU,BTJA,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanolyca argentigula,Silvery-throated jay,sitjay1,species,20968.0,STJA,CYAR,STHJ,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanolyca cucullata,Azure-hooded jay,azhjay1,species,20971.0,,CYCU,AHJA,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanolyca pulchra,Beautiful jay,beajay1,species,20976.0,BEJA,CYPU,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanolyca armillata,Black-collared jay,blcjay2,species,20977.0,BCJA,CYAR,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanolyca armillata armillata/meridana,Black-collared jay (Black-collared),bkcjay1,issf,20978.0,BCJA,CYAR,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,blcjay2,,,corvid1
Cyanolyca armillata quindiuna,Black-collared jay (Quindio),bkcjay2,issf,20981.0,BCJA,CYAR,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,blcjay2,,,corvid1
Cyanolyca turcosa,Turquoise jay,turjay1,species,20982.0,TUJA,CYTU,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanolyca viridicyanus,White-collared jay,whcjay2,species,20983.0,WCJA,CYVI,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocorax colliei,Black-throated magpie-jay,btmjay,species,20987.0,,CYCO,BTMJ,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocorax formosus,White-throated magpie-jay,wtmjay1,species,20988.0,,CYFO,WTMJ,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocorax colliei x formosus,Black-throated x white-throated magpie-jay (hybrid),x00443,hybrid,20992.0,BTMJ WTMJ,CYFO CYCO,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocorax colliei/formosus,Black-throated/White-throated Magpie-Jay,y01067,slash,20993.0,BTMJ WTMJ,CYFO CYCO,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocorax morio,Brown jay,brnjay,species,20994.0,,CYMO,BRJA,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocorax caeruleus,Gralha-azul,azujay1,species,20999.0,AZJA,CYCA,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocorax violaceus,Gralha-violácea,viojay1,species,21000.0,VIJA,CYVI,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocorax cyanomelas,Gralha-do-pantanal,purjay1,species,21003.0,PUJA,CYCY,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocorax cristatellus,Gralha-do-campo,cucjay1,species,21004.0,CCJA,CYCR,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocorax yncas,Green jay,grnjay,species,21005.0,,CYYN,GRJA,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocorax yncas [luxuosus Group],Green jay (Green),grnjay1,issf,21006.0,GRJA,CYYN,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,grnjay,,,corvid1
Cyanocorax yncas [yncas Group],Green jay (Inca),grnjay2,issf,21012.0,INJA GRJA,CYYN,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,grnjay,,,corvid1
Cyanocorax mystacalis,White-tailed jay,whtjay2,species,21019.0,WTJA,CYMY,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocorax melanocyaneus,Bushy-crested jay,bucjay1,species,21020.0,BCJA,CYME,BCRJ,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocorax yucatanicus,Yucatan jay,yucjay1,species,21023.0,,CYYU,YUJA,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocorax beecheii,Purplish-backed jay,pubjay1,species,21026.0,,CYBE,PBJA,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocorax sanblasianus,San blas jay,sabjay,species,21027.0,,CYSA,SBJA,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocorax dickeyi,Tufted jay,tufjay1,species,21030.0,,CYDI,TUJA,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocorax affinis,Black-chested jay,blcjay1,species,21031.0,BCJA,CYAF,BCHJ,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocorax heilprini,Gralha-de-nuca-azul,aznjay1,species,21034.0,ANJA,CYHE,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocorax heilprini heilprini,Gralha-de-nuca-azul (heilprini),aznjay2,issf,21035.0,ANJA,CYHE,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,aznjay1,,,corvid1
Cyanocorax heilprini hafferi,Gralha-de-nuca-azul (hafferi),camjay1,issf,21036.0,ANJA,CYHE,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,aznjay1,,,corvid1
Cyanocorax cayanus,Gralha-da-guiana,cayjay1,species,21037.0,CAJA,CYCA,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocorax chrysops,Gralha-picaça,plcjay1,species,21038.0,PCJA,CYCH,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocorax cyanopogon,Gralha-cancã,whnjay1,species,21043.0,WNJA,CYCY,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocorax sp.,Cyanocorax sp.,cyanoc1,spuh,21044.0,,,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Gymnorhinus cyanocephalus,Pinyon jay,pinjay,species,21045.0,,GYCY,PIJA,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocitta stelleri,Steller's jay,stejay,species,21046.0,,CYST,STJA,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocitta stelleri [stelleri Group],Steller's jay (Coastal),stejay1,issf,21047.0,STJA,CYST,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,stejay,,,corvid1
Cyanocitta stelleri annectens,Steller's jay (Northwest Interior),stejay8,issf,21052.0,STJA,CYST,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,stejay,,,corvid1
Cyanocitta stelleri [diademata Group],Steller's jay (Southwest Interior),stejay2,issf,21053.0,STJA,CYST,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,stejay,,,corvid1
Cyanocitta stelleri [coronata Group],Steller's jay (Middle American),stejay3,issf,21057.0,STJA,CYST,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,stejay,,,corvid1
Cyanocitta cristata,Gaio-azul,blujay,species,21066.0,,CYCR,BLJA,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocorax yncas x Cyanocitta cristata,Green x blue jay (hybrid),bxgjay1,hybrid,21071.0,BLJA GRJA,CYYN CYCR,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocitta stelleri x cristata,Steller's x blue jay (hybrid),x00622,hybrid,21072.0,BLJA STJA,CYST CYCR,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Aphelocoma coerulescens,Florida scrub-jay,flsjay,species,21073.0,FSJA,APCO,FLSJ,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Aphelocoma insularis,Island scrub-jay,issjay,species,21074.0,WSJA ISJA,APIN,ISSJ,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Aphelocoma californica,California scrub-jay,cowscj1,species,21075.0,CSJA WSJA,APCA,CASJ,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocitta stelleri x Aphelocoma californica,Steller's jay x california scrub-jay (hybrid),x00964,hybrid,21084.0,CSJA CASJ WSJA STJA,CYST APCA,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Aphelocoma woodhouseii,Woodhouse's scrub-jay,wooscj2,species,21085.0,WSJA,APWO,WOSJ,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Aphelocoma woodhouseii [woodhouseii Group],Woodhouse's scrub-jay (Woodhouse's),wooscj1,issf,21086.0,WSJA WOSJ,APWO,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,wooscj2,,,corvid1
Aphelocoma woodhouseii sumichrasti/remota,Woodhouse's scrub-jay (Sumichrast's),wesscj1,issf,21092.0,WOSJ WSJA,APWO,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,wooscj2,,,corvid1
Cyanocitta stelleri x Aphelocoma woodhouseii,Steller's jay x woodhouse's scrub-jay (hybrid),x00891,hybrid,21095.0,STJA WSJA WOSJ,CYST APWO,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Aphelocoma californica/woodhouseii,California/Woodhouse's Scrub-Jay,wesjay,slash,21096.0,CSJA CASJ WSJA WOSJ,APWO APCA,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Aphelocoma wollweberi,Mexican jay,mexjay4,species,21097.0,,APWO,MEJA,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Aphelocoma wollweberi [wollweberi Group],Mexican jay (Arizona),mexjay1,issf,21098.0,MEJA,APWO,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,mexjay4,,,corvid1
Aphelocoma wollweberi couchii,Mexican jay (Couch's),mexjay2,issf,21102.0,MEJA,APWO,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,mexjay4,,,corvid1
Aphelocoma wollweberi potosina,Mexican jay (San Luis Potosi),mexjay5,issf,21103.0,MEJA,APWO,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,mexjay4,,,corvid1
Aphelocoma ultramarina,Transvolcanic jay,mexjay3,species,21104.0,ULJA,APUL,TRJA,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Aphelocoma wollweberi/ultramarina,Mexican/Transvolcanic Jay,mexjay,slash,21107.0,ULJA TRJA MEJA,APUL APWO,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Aphelocoma unicolor,Unicolored jay,unijay1,species,21108.0,,APUN,UNJA,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Aphelocoma sp.,Aphelocoma sp.,scrjay,spuh,21114.0,,,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Garrulus glandarius,Gaio,eurjay1,species,21115.0,ECFJ EUJA,GAGL,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Garrulus glandarius [glandarius Group],Gaio [grupo glandarius],eurjay2,issf,21116.0,ECFJ EUJA,GAGL,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,eurjay1,,,corvid1
Garrulus glandarius [atricapillus Group],Gaio [grupo atricapillus],eurjay3,issf,21131.0,ECFJ EUJA,GAGL,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,eurjay1,,,corvid1
Garrulus glandarius [cervicalis Group],Gaio [grupo cervicalis],eurjay4,issf,21137.0,ECFJ EUJA,GAGL,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,eurjay1,,,corvid1
Garrulus glandarius hyrcanus,Gaio (hyrcanus),eurjay5,issf,21141.0,ECFJ EUJA,GAGL,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,eurjay1,,,corvid1
Garrulus glandarius [brandtii Group],Gaio [grupo brandtii],eurjay6,issf,21142.0,ECFJ EUJA,GAGL,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,eurjay1,,,corvid1
Garrulus glandarius [bispecularis Group],Gaio [grupo bispecularis],eurjay7,issf,21147.0,ECFJ EUJA,GAGL,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,eurjay1,,,corvid1
Garrulus glandarius leucotis/oatesi,Gaio (leucotis/oatesi),eurjay8,issf,21154.0,ECFJ EUJA,GAGL,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,eurjay1,,,corvid1
Garrulus glandarius [japonicus Group],Gaio [grupo japonicus],eurjay9,issf,21157.0,ECFJ EUJA,GAGL,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,eurjay1,,,corvid1
Garrulus lanceolatus,Black-headed jay,blhjay1,species,21163.0,BHJA,GALA,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Garrulus lidthi,Lidth's jay,lidjay1,species,21164.0,AMJA LIJA,GALI,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Corvidae sp. (jay sp.),Gralha sp. (Corvidae sp.),jay1,spuh,21165.0,,,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanopica cooki,Charneco,azwmag3,species,21166.0,IAWM IBMA,CYCO,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanopica cyanus,Charneco-oriental,azwmag2,species,21167.0,AWMA AAWM,CYCY,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanopica cyanus [cyanus Group],Charneco-oriental [grupo cyanus],azwmag1,issf,21168.0,AAWM AWMA,CYCY,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,azwmag2,,,corvid1
Cyanopica cyanus japonica,Charneco-oriental (japonica),azwmag4,issf,21176.0,AWMA AAWM,CYCY,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,azwmag2,,,corvid1
Urocissa ornata,Sri lanka blue-magpie,ceymag1,species,21177.0,SLBM,UROR,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Urocissa caerulea,Taiwan blue-magpie,formag1,species,21178.0,TBMA TABM,URCA,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Urocissa flavirostris,Yellow-billed blue-magpie,gobmag1,species,21179.0,YBBM,URFL,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Urocissa erythroryncha,Red-billed blue-magpie,rbbmag,species,21184.0,RBBM,URER,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Urocissa flavirostris/erythroryncha,Yellow-billed/Red-billed Blue-Magpie,y00804,slash,21190.0,RBBM YBBM,URFL URER,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Urocissa whiteheadi,White-winged magpie,whwmag1,species,21191.0,WWMA,URWH,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Urocissa whiteheadi xanthomelana,White-winged magpie (Black-tailed),whwmag2,issf,21192.0,WWMA,URWH,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,whwmag1,,,corvid1
Urocissa whiteheadi whiteheadi,White-winged magpie (Gray-tailed),whwmag3,issf,21193.0,WWMA,URWH,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,whwmag1,,,corvid1
Cissa chinensis,Common green-magpie,gremag1,species,21194.0,COGM CGMA,CICH,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cissa chinensis [chinensis Group],Common green-magpie (Common),comgrm1,issf,21195.0,COGM CGMA,CICH,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,gremag1,,,corvid1
Cissa chinensis margaritae,Common green-magpie (Yellow-crowned),comgrm2,issf,21200.0,COGM CGMA,CICH,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,gremag1,,,corvid1
Cissa hypoleuca,Indochinese green-magpie,yebmag1,species,21201.0,IGMA INGM,CIHY,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cissa thalassina,Javan green-magpie,shtmag1,species,21207.0,JAGM JGMA,CITH,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cissa jefferyi,Bornean green-magpie,borgrm1,species,21208.0,BOGM BGMA,CIJE,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cissa sp.,green-magpie sp.,greenm1,spuh,21209.0,,,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Dendrocitta vagabunda,Rufous treepie,ruftre2,species,21210.0,RUTR,DEVA,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Dendrocitta formosae,Gray treepie,grytre1,species,21220.0,GRTR,DEFO,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Dendrocitta vagabunda/formosae,Rufous/Gray Treepie,y00413,slash,21229.0,GRTR RUTR,DEFO DEVA,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Dendrocitta occipitalis,Sumatran treepie,sumtre1,species,21230.0,SUTR,DEOC,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Dendrocitta cinerascens,Bornean treepie,bortre1,species,21231.0,BOTR,DECI,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Dendrocitta leucogastra,White-bellied treepie,whbtre1,species,21232.0,WBTR,DELE,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Dendrocitta frontalis,Collared treepie,coltre1,species,21233.0,COTR,DEFR,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Dendrocitta bayleii,Andaman treepie,andtre1,species,21234.0,ANTR,DEBA,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Crypsirina temia,Racket-tailed treepie,rattre1,species,21235.0,RTTR,CRTE,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Crypsirina cucullata,Hooded treepie,hootre1,species,21236.0,HOTR,CRCU,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Temnurus temnurus,Ratchet-tailed treepie,rattre2,species,21237.0,RTTR,TETE,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Dendrocitta/Crypsirina/Temnurus sp.,treepie sp.,treepi1,spuh,21238.0,,,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Pica mauritanica,Pega-do-magreb,eurmag3,species,21239.0,MAMA,PIMA,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Pica asirensis,Pega-da-arábia,eurmag5,species,21240.0,ASMA,PIAS,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Pica bottanensis,Black-rumped magpie,eurmag6,species,21241.0,EUMA BRMA,PIBO,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Pica serica,Oriental magpie,orimag1,species,21242.0,EUMA ORMA,PISE,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Pica pica,Pega,eurmag1,species,21243.0,EUMA COMA,PIPI,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Pica pica melanotos,Pega (melanotos),eurmag2,issf,21244.0,EUMA COMA,PIPI,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,eurmag1,,,corvid1
Pica pica [pica Group],Pega [grupo pica],eurmag4,issf,21245.0,EUMA COMA,PIPI,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,eurmag1,,,corvid1
Pica pica camtschatica,Pega (camtschatica),eurmag7,issf,21250.0,EUMA COMA,PIPI,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,eurmag1,,,corvid1
Pica serica/pica,Oriental/Eurasian Magpie,y01104,slash,21251.0,EUMA ORMA COMA,PISE PIPI,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
